ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0051251,positive regulation of lymphocyte activation,87/2403,340/18994,0.255882353,2.022567379,7.240737352,5.26E-11,3.75E-09,3.19E-09,Dusp10/Tnfsf4/Cd28/Icos/Slamf1/Igfbp2/Zap70/Il10/Ptprc/Prkcq/B2m/Cd40/Nfatc2/Gata3/Il15ra/Rasgrp1/Cd40lg/Il2rg/Vcam1/Il21/Cd1d1/Cd160/Sirpd/Sirpb1a/Il12a/Lck/Mpl/Ccl19/Tnfrsf14/Bst1/Card11/Il6/Gimap3/Tac1/Cd27/Cd4/Pycard/Spn/Flt3l/Itgal/Ulbp1/Vnn1/Il15/Cd209c/Efnb2/Irs2/Il12rb1/Cd209e/Cd209d/Pnp/Tlr9/Thy1/Ccr2/Cd3e/Lgals9/Tbx21/Ccl5/Slc4a1/Il13/Irf1/Ccl2/Irgm1/Btn2a2/Sox4/Ighd/Lgals1/Socs1/Hes1/H2-DMa/H2-DMb2/H2-DMb1/H2-Ob/H2-Ab1/H2-Aa/H2-Eb1/H2-M3/Rasal3/H2-Oa/H2-Eb2/Aif1/H2-T23/Cd74/Cd274/Cd5/Cd6/Anxa1/Ccdc88b,87
GO:0002708,positive regulation of lymphocyte mediated immunity,51/2403,156/18994,0.326923077,2.584093601,7.560719573,5.46E-11,3.85E-09,3.28E-09,Tnfsf4/Cd28/Slamf1/Fcer1a/Slamf6/Il1r1/Ptprc/B2m/Cd40/Gata3/Rasgrp1/Sh2d1a/Il21/Cd1d1/Cd160/Il12a/Fcgr1/P2rx7/Il6/Clnk/Gimap3/Klrk1/Klrc3/Klri1/Klri2/Klrb1c/Lag3/Mill2/H60c/Ulbp1/Raet1e/H60b/Pnp/Crtam/Tbx21/Rsad2/Tap2/H2-M3/H2-K1/H2-D1/H2-Q1/H2-Q4/H2-Q6/H2-T10/H2-T26/H2-T3/Tnf/H2-T24/H2-T23/H2-T22/H2-Q7,51
GO:0048285,organelle fission,115/2403,499/18994,0.230460922,1.821629109,7.078419709,6.25E-11,4.36E-09,3.71E-09,Mybl1/Sgo2a/Nsl1/Cd28/Nuf2/Aspm/Kif14/Tpx2/Mastl/Ncaph/Ube2c/Kif18a/Aurka/Bub1b/Knl1/Rad51/Nusap1/Knstrn/Bub1/Btbd18/Edn3/Bmp7/Spo11/Cenpi/Kif4/Egf/Cenpe/Psrc1/Gpr3/Wnt4/Cdc20/Cdca8/Rad54b/Smc2/Rad54l/Kif2c/Cenps/Ncapg/Kntc1/Chek2/Rad51ap1/Ankrd53/Cyp26b1/Mad2l1/Hoxa13/Ncapd2/Fancd2/M1ap/Pex11a/Prc1/Mki67/Plk1/Ccne1/Kif22/Usp44/Fbxo5/Mtfr2/Cdk1/Misp/Stat2/Smpd3/Syce1l/Kctd19/Ankle1/Fanca/Calr/Cdca2/Atm/Ttk/Kif23/Spc24/Zwilch/Kif15/Ooep/Top2a/Kif18b/Igtp/Irgm2/Brip1/Ska2/Tex14/Osm/Haspin/Fignl1/Sphk1/Spag5/Eme1/Aurkb/Irgm1/Birc5/Spdl1/Edn1/Trip13/Cks2/Ddx4/Ccnb1/Ncapg2/Gen1/Mov10l1/Racgap1/Espl1/Spice1/Sgo1/Ndc80/Kifc5b/Tnf/Chtf18/Kifc1/Uhrf1/Ppp2r2b/Ska1/Majin/Tesmin/Cdca5/Kif11,115
GO:0002428,antigen processing and presentation of peptide antigen via MHC class Ib,20/2403,33/18994,0.606060606,4.790476551,8.293876285,1.13E-10,7.78E-09,6.62E-09,B2m/Mill2/H60c/Ulbp1/Raet1e/H60b/Tap2/H2-M3/H2-K1/H2-D1/H2-Q1/H2-Q4/H2-Q6/H2-T10/H2-T26/H2-T3/H2-T24/H2-T23/H2-T22/H2-Q7,20
GO:0033046,negative regulation of sister chromatid segregation,26/2403,53/18994,0.490566038,3.877574416,7.983630601,1.22E-10,7.92E-09,6.73E-09,Nuf2/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Kntc1/Mad2l1/Plk1/Usp44/Fbxo5/Atm/Ttk/Spc24/Zwilch/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Ndc80/Ska1,26
GO:0033048,negative regulation of mitotic sister chromatid segregation,26/2403,53/18994,0.490566038,3.877574416,7.983630601,1.22E-10,7.92E-09,6.73E-09,Nuf2/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Kntc1/Mad2l1/Plk1/Usp44/Fbxo5/Atm/Ttk/Spc24/Zwilch/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Ndc80/Ska1,26
GO:0045841,negative regulation of mitotic metaphase/anaphase transition,26/2403,53/18994,0.490566038,3.877574416,7.983630601,1.22E-10,7.92E-09,6.73E-09,Nuf2/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Kntc1/Mad2l1/Plk1/Usp44/Fbxo5/Atm/Ttk/Spc24/Zwilch/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Ndc80/Ska1,26
GO:0071174,mitotic spindle checkpoint signaling,26/2403,53/18994,0.490566038,3.877574416,7.983630601,1.22E-10,7.92E-09,6.73E-09,Nuf2/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Stil/Kntc1/Mad2l1/Plk1/Usp44/Atm/Ttk/Spc24/Zwilch/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Ndc80/Ska1,26
GO:2000816,negative regulation of mitotic sister chromatid separation,26/2403,53/18994,0.490566038,3.877574416,7.983630601,1.22E-10,7.92E-09,6.73E-09,Nuf2/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Kntc1/Mad2l1/Plk1/Usp44/Fbxo5/Atm/Ttk/Spc24/Zwilch/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Ndc80/Ska1,26
GO:0071674,mononuclear cell migration,61/2403,208/18994,0.293269231,2.318083966,7.274363069,1.23E-10,7.92E-09,6.73E-09,Ccl20/Tnfsf4/Gpr35/Slamf1/Slamf9/Slamf8/Itga4/Mmp9/Thbs1/Gata3/Cxcr3/Mcoln2/Il12a/Csf1/S100a14/Ccl19/Tnfrsf14/Stap1/Cxcl10/Cxcl13/Serpine1/Cd69/Klrk1/Ptpro/Alox5/Rarres2/C3ar1/Pycard/Kcnn4/Spn/Ascl2/Itgal/Trpm2/Mmp2/Cx3cl1/Il27ra/Calr/Ednrb/Ptk2b/Ccr2/Pdgfd/Cx3cr1/Crtam/Lgals9/Tbx21/Ccl5/Ccl3/Ccl2/Ccl7/Mmp28/Cxcl14/Itgb7/Gcsam/Retnlg/Apod/Trem1/Fpr2/Pla2g7/Ccr6/Aif1/Anxa1,61
GO:0032729,positive regulation of type II interferon production,34/2403,84/18994,0.404761905,3.199353982,7.688230588,1.40E-10,8.93E-09,7.59E-09,Tnfsf4/Slamf1/Slamf6/Il1r1/Rasgrp1/Tlr7/Cd40lg/Il21/Cd1d1/Cd160/Cd2/Il12a/Isg15/Pde4b/Klrk1/Cd27/Il12rb2/Il27/Pycard/Ulbp1/Tlr3/Il12rb1/Irf8/Il27ra/Tlr9/Ccr2/Cd3e/Crtam/Pde4d/H2-M3/Tnf/H2-Q7/Ticam2/Cd14,34
GO:0051985,negative regulation of chromosome segregation,27/2403,57/18994,0.473684211,3.74413562,7.896321043,1.50E-10,9.44E-09,8.03E-09,Nuf2/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Kntc1/Mad2l1/Plk1/Usp44/Fbxo5/Atm/Ttk/Spc24/Zwilch/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Ndc80/Chtf18/Ska1,27
GO:0031348,negative regulation of defense response,72/2403,266/18994,0.270676692,2.139506069,7.122773729,1.62E-10,1.01E-08,8.59E-09,Il17a/Dusp10/Slamf8/Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Il10/Samhd1/Nmi/Gata3/Serping1/Cst7/Nr1h3/Adar/Smpdl3b/Sfn/Isg15/Fgl2/Pf4/Oas1h/Oas1g/Oas1a/Trafd1/Oas3/Oas1e/Oas1b/Clec2d/Alox5/Usp18/A2m/Klrb1b/Ptpn6/Chrna7/Spn/Trim21/Siglecg/Stat2/Cx3cl1/Wfdc1/Nlrc5/Pbk/Acod1/Il20rb/Mmp12/Drd2/Cx3cr1/Lgals9/Igtp/Irgm2/Grn/Il13/Aurkb/Irgm1/Dhx58/Aoah/Serpinb9/Ctla2a/Gpx2/C1qtnf3/Mefv/Parp14/Tap1/Tap2/Gpr31b/H2-M3/Fpr2/Ier3/H2-T23,72
GO:0001916,positive regulation of T cell mediated cytotoxicity,25/2403,50/18994,0.5,3.952143154,7.954702845,1.64E-10,1.02E-08,8.63E-09,Ptprc/B2m/Cd1d1/Il12a/P2rx7/Mill2/H60c/Ulbp1/Raet1e/H60b/Pnp/Tap2/H2-M3/H2-K1/H2-D1/H2-Q1/H2-Q4/H2-Q6/H2-T10/H2-T26/H2-T3/H2-T24/H2-T23/H2-T22/H2-Q7,25
GO:0097529,myeloid leukocyte migration,66/2403,235/18994,0.280851064,2.219927219,7.161440674,1.70E-10,1.04E-08,8.85E-09,Il17a/Gpr35/Slamf1/Slamf8/Sell/Il1r1/Cxcr2/Cxcr1/Mmp9/Thbs1/Edn3/Tlr2/Ptger3/Mcoln2/Csf1/S100a8/S100a9/S100a14/Pde4b/Ccl19/Stap1/Bst1/Ppbp/Pf4/Cxcl3/Cxcl1/Cxcl2/Cxcl9/Cxcl10/Ccl24/Cxcl13/Serpine1/Ptpro/Rarres2/C3ar1/Cd177/Mmp2/Ccl22/Cx3cl1/Ednrb/Ptk2b/Ccr3/Ccr2/Pdgfd/Cx3cr1/Ccl8/Epx/Ccl5/Ccl6/Ccl3/Ccl4/Ccl2/Ccl7/Ccl11/Mmp28/Edn1/Pde4d/Itga1/Pgf/Retnlg/Trem1/Fpr2/Pla2g7/Aif1/Cd74/Anxa1,66
GO:0140014,mitotic nuclear division,73/2403,272/18994,0.268382353,2.121370958,7.089164004,1.85E-10,1.12E-08,9.50E-09,Nsl1/Cd28/Nuf2/Kif14/Tpx2/Ncaph/Ube2c/Kif18a/Aurka/Bub1b/Knl1/Nusap1/Knstrn/Bub1/Edn3/Bmp7/Cenpi/Kif4/Egf/Cenpe/Psrc1/Cdc20/Cdca8/Smc2/Kif2c/Ncapg/Kntc1/Chek2/Ankrd53/Mad2l1/Hoxa13/Ncapd2/Prc1/Mki67/Plk1/Kif22/Usp44/Fbxo5/Cdk1/Misp/Smpd3/Cdca2/Atm/Ttk/Kif23/Spc24/Zwilch/Kif15/Kif18b/Ska2/Tex14/Haspin/Sphk1/Spag5/Aurkb/Birc5/Spdl1/Edn1/Trip13/Ccnb1/Ncapg2/Gen1/Racgap1/Espl1/Spice1/Ndc80/Kifc5b/Tnf/Kifc1/Uhrf1/Ska1/Cdca5/Kif11,73
GO:0070663,regulation of leukocyte proliferation,75/2403,283/18994,0.265017668,2.094775524,7.061666207,1.97E-10,1.18E-08,1.00E-08,Tnfsf4/Cd28/Slamf1/Igfbp2/Zap70/Il10/Ptprc/Prkcq/Cd40/Nfatc2/Mapk8ip1/Cd40lg/Vcam1/Il21/Cd1d1/Il12a/Csf1/Mpl/Pla2g2d/Ccl19/Tnfrsf14/Bst1/Card11/Il6/Tac1/Ptpn6/Cd4/Il27/Lmo1/Tarm1/Pycard/Spn/Flt3l/Itgal/Siglecg/Zc3h12d/Il15/Ido1/Cd209c/Irs2/Il12rb1/Cd209a/Cd209e/Cd209d/Pnp/Tlr9/Atm/Il20rb/Ccr2/Cd3e/Crtam/Ikzf3/Lgals9/Slfn1/Ccl5/Slc4a1/Il13/Irf1/Irgm1/Btn2a2/Ighd/Hes1/H2-DMb2/H2-DMb1/H2-Aa/H2-M3/Rasal3/Aif1/Lst1/H2-T23/Cd74/Cd274/Cd6/Anxa1/Ccdc88b,75
GO:0032732,positive regulation of interleukin-1 production,32/2403,77/18994,0.415584416,3.284898206,7.645809538,2.15E-10,1.27E-08,1.08E-08,Ccl20/Il17a/Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Tlr2/Gbp5/Ccl19/P2rx7/Il6/Nod1/Pycard/Lilra5/Ccr5/Casp1/Casp4/Tmem106a/Lgals9/Nlrp1a/Nlrp1b/Ccl3/Ighd/Panx2/Gsdmd/Mefv/Nlrc4/Tnf/Egr1,32
GO:0002475,antigen processing and presentation via MHC class Ib,21/2403,37/18994,0.567567568,4.486216554,8.078073597,2.17E-10,1.27E-08,1.08E-08,B2m/Cd1d1/Mill2/H60c/Ulbp1/Raet1e/H60b/Tap2/H2-M3/H2-K1/H2-D1/H2-Q1/H2-Q4/H2-Q6/H2-T10/H2-T26/H2-T3/H2-T24/H2-T23/H2-T22/H2-Q7,21
GO:0002819,regulation of adaptive immune response,67/2403,242/18994,0.276859504,2.188376788,7.080687605,2.44E-10,1.42E-08,1.20E-08,Dusp10/Tnfsf4/Cd28/Pdcd1/Slamf1/Pla2g4a/Fcer1a/Il1r1/Ptprc/Prkcq/B2m/Cd40/Gata3/Cd1d1/Cd160/Il12a/Fcgr1/Ccl19/Tnfrsf14/P2rx7/Pf4/Il6/Gimap3/Cd69/Ptpn6/Cd4/Il27/Mill2/Pycard/Spn/Ascl2/Irf7/H60c/Ulbp1/Raet1e/H60b/Il12rb1/Il27ra/Pnp/Il20rb/Ccr2/Parp3/Skap1/Tbx21/Irf1/Rsad2/Lgals1/Muc4/H2-DMa/Tap2/H2-M3/H2-K1/H2-D1/H2-Q1/H2-Q4/H2-Q6/H2-T10/H2-T26/H2-T3/Tnf/H2-T24/H2-T23/H2-T22/H2-Q7/Cd74/Cd274/Anxa1,67
GO:0007094,mitotic spindle assembly checkpoint signaling,25/2403,51/18994,0.490196078,3.874650151,7.823175883,2.84E-10,1.62E-08,1.38E-08,Nuf2/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Kntc1/Mad2l1/Plk1/Usp44/Atm/Ttk/Spc24/Zwilch/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Ndc80/Ska1,25
GO:0071173,spindle assembly checkpoint signaling,25/2403,51/18994,0.490196078,3.874650151,7.823175883,2.84E-10,1.62E-08,1.38E-08,Nuf2/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Kntc1/Mad2l1/Plk1/Usp44/Atm/Ttk/Spc24/Zwilch/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Ndc80/Ska1,25
GO:0006959,humoral immune response,67/2403,243/18994,0.275720165,2.179371122,7.041720731,2.96E-10,1.67E-08,1.42E-08,Exo1/Ccl20/Il17a/Il17f/Ptprc/Fcnb/B2m/Wfdc10/Wfdc3/Gata3/Serping1/Fcna/Sh2d1a/Pglyrp3/S100a9/C1qb/C1qc/C1qa/Ccl19/Ppbp/Pf4/Cxcl3/Cxcl1/Cxcl2/Cxcl9/Cxcl10/Ccl24/Cxcl13/C1ra/C1s1/C1rb/Gimap3/Reg3b/Alox5/A2m/Tac1/C1s2/Ptpn6/Rarres2/Lgals4/Ccl22/Cx3cl1/Ccl17/Rnase6/Acod1/Camp/Ccr2/Ccl8/Ccl5/Ccl6/Ccl3/Ccl4/Ccl2/Ccl7/Ccl11/Wfdc17/Wfdc21/Cxcl14/Ccl28/Ighg2c/H2-DMa/Tnf/H2-T23/C4b/Cfb/C2/Tslp,67
GO:0051304,chromosome separation,34/2403,86/18994,0.395348837,3.124950401,7.516447255,2.99E-10,1.67E-08,1.42E-08,Nuf2/Ncaph/Ube2c/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Smc2/Kntc1/Mad2l1/Ncapd2/M1ap/Plk1/Usp44/Fbxo5/Atm/Ttk/Spc24/Zwilch/Top2a/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Ncapg2/Gen1/Espl1/Ndc80/Ska1,34
GO:0042102,positive regulation of T cell proliferation,40/2403,112/18994,0.357142857,2.822959396,7.363756142,3.24E-10,1.79E-08,1.53E-08,Tnfsf4/Cd28/Slamf1/Igfbp2/Zap70/Ptprc/Prkcq/Cd40lg/Vcam1/Il21/Cd1d1/Il12a/Ccl19/Card11/Il6/Cd4/Pycard/Spn/Itgal/Il15/Cd209c/Il12rb1/Cd209e/Cd209d/Pnp/Ccr2/Cd3e/Ccl5/Slc4a1/Irgm1/Hes1/H2-DMb2/H2-DMb1/Rasal3/Aif1/H2-T23/Cd274/Cd6/Anxa1/Ccdc88b,40
GO:0000819,sister chromatid segregation,64/2403,228/18994,0.280701754,2.218747034,7.04583595,3.29E-10,1.80E-08,1.53E-08,Nsl1/Nuf2/Kif14/Tpx2/Ncaph/Ube2c/Kif18a/Bub1b/Knl1/Nusap1/Knstrn/Bub1/Cenpi/Kif4/Cenpe/Psrc1/Cdc20/Cdca8/Smc2/Kif2c/Ncapg/Kntc1/Chek2/Ankrd53/Mad2l1/Ncapd2/Prc1/Plk1/Kif22/Usp44/Fbxo5/Cdk1/Misp/Atm/Ttk/Kif23/Spc24/Zwilch/Kif15/Cdc6/Top2a/Kif18b/Ska2/Tex14/Haspin/Spag5/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Ncapg2/Gen1/Racgap1/Espl1/Spice1/Rmi2/Ndc80/Kifc5b/Kifc1/Uhrf1/Ska1/Cdca5/Kif11,64
GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,26/2403,55/18994,0.472727273,3.73657171,7.734763578,3.46E-10,1.87E-08,1.59E-08,Nuf2/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Kntc1/Mad2l1/Plk1/Usp44/Fbxo5/Atm/Ttk/Spc24/Zwilch/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Ndc80/Ska1,26
GO:1905819,negative regulation of chromosome separation,26/2403,55/18994,0.472727273,3.73657171,7.734763578,3.46E-10,1.87E-08,1.59E-08,Nuf2/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Kntc1/Mad2l1/Plk1/Usp44/Fbxo5/Atm/Ttk/Spc24/Zwilch/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Ndc80/Ska1,26
GO:0042129,regulation of T cell proliferation,58/2403,198/18994,0.292929293,2.315397,7.08099213,3.67E-10,1.96E-08,1.66E-08,Tnfsf4/Cd28/Slamf1/Igfbp2/Zap70/Ptprc/Prkcq/Mapk8ip1/Cd40lg/Vcam1/Il21/Cd1d1/Il12a/Pla2g2d/Ccl19/Tnfrsf14/Card11/Il6/Ptpn6/Cd4/Il27/Lmo1/Tarm1/Pycard/Spn/Itgal/Zc3h12d/Il15/Ido1/Cd209c/Il12rb1/Cd209a/Cd209e/Cd209d/Pnp/Il20rb/Ccr2/Cd3e/Crtam/Lgals9/Slfn1/Ccl5/Slc4a1/Irf1/Irgm1/Btn2a2/Hes1/H2-DMb2/H2-DMb1/H2-Aa/H2-M3/Rasal3/Aif1/H2-T23/Cd274/Cd6/Anxa1/Ccdc88b,58
GO:0045069,regulation of viral genome replication,35/2403,91/18994,0.384615385,3.040110119,7.424142971,4.01E-10,2.12E-08,1.81E-08,Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Ifih1/Znfx1/Gbp7/Adar/Isg15/Oas1h/Oas1g/Oas1a/Oas2/Oas3/Oas1e/Oas1b/Oasl2/Oasl1/Isg20/Ifitm1/Ifitm3/Ifitm6/Bst2/N4bp1/Top2a/Ccl5/Rsad2/Apobec3/Mx2/Eif2ak2/Tnf/Fam111a,35
GO:0001913,T cell mediated cytotoxicity,30/2403,71/18994,0.422535211,3.339839285,7.517225805,4.83E-10,2.53E-08,2.15E-08,Ptprc/B2m/Cd1d1/Il12a/P2rx7/Ctsc/Mill2/H60c/Ulbp1/Raet1e/H60b/Prf1/Gzmb/Pnp/Serpinb9/Muc4/Tap2/H2-M3/H2-K1/H2-D1/H2-Q1/H2-Q4/H2-Q6/H2-T10/H2-T26/H2-T3/H2-T24/H2-T23/H2-T22/H2-Q7,30
GO:0002476,antigen processing and presentation of endogenous peptide antigen via MHC class Ib,19/2403,32/18994,0.59375,4.693169996,7.957370957,5.47E-10,2.82E-08,2.40E-08,Mill2/H60c/Ulbp1/Raet1e/H60b/Tap2/H2-M3/H2-K1/H2-D1/H2-Q1/H2-Q4/H2-Q6/H2-T10/H2-T26/H2-T3/H2-T24/H2-T23/H2-T22/H2-Q7,19
GO:0002484,antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway,19/2403,32/18994,0.59375,4.693169996,7.957370957,5.47E-10,2.82E-08,2.40E-08,Mill2/H60c/Ulbp1/Raet1e/H60b/Tap2/H2-M3/H2-K1/H2-D1/H2-Q1/H2-Q4/H2-Q6/H2-T10/H2-T26/H2-T3/H2-T24/H2-T23/H2-T22/H2-Q7,19
GO:0002753,cytoplasmic pattern recognition receptor signaling pathway,55/2403,185/18994,0.297297297,2.349922957,7.021814978,5.67E-10,2.90E-08,2.46E-08,Rab7b/Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Ifih1/Tasl/Tlr7/Alpk1/Tifa/Gbp5/Gbp2/Ppt1/Rigi/Oas1h/Oas1g/Oas1a/Oas3/Oas1e/Oas1b/Oasl1/Kcnj8/Nod1/Pycard/Trim30a/Irf7/Tlr3/Irf2/Ddx60/Lacc1/Tlr9/Cgas/Casp4/Rnf135/Igtp/Irgm2/Scimp/Nlrp1a/Nlrp1b/Cd300ld3/Irf1/Aurkb/Irgm1/Dhx58/Rsad2/Mefv/Eif2ak2/Tnf/Rnf125/Sting1/Pik3ap1/Unc93b1,55
GO:0071216,cellular response to biotic stimulus,74/2403,284/18994,0.26056338,2.059567559,6.846810645,5.98E-10,3.03E-08,2.58E-08,Stat1/Tnfsf4/Fcgr4/Il10/Vim/B2m/Nr1h3/Gata1/Tlr2/Gbp5/Gbp3/Gbp2b/Gbp2/Il12a/Ptafr/Pde4b/Cda/Gbp10/Gbp6/Gfi1/Stap1/Ppbp/Pf4/Cxcl3/Cxcl1/Cxcl2/Cxcl9/Cxcl10/Cxcl13/Il6/Serpine1/Klrk1/Tnip3/Pycard/Trim12a/Trim12c/Trim30c/Trim30a/Trim30d/Pde2a/Trim5/Cx3cl1/Irf8/Mir27a/Ednrb/Acod1/Epsti1/Tlr9/Camp/Ccr5/Mir26a-1/Plscr2/Cx3cr1/Casp1/Csf3/Nos2/Igtp/Irgm2/Scimp/Cd300lb/Eme1/Ccl2/Irgm1/Cd180/Ly86/Pde4d/Tifab/Cmpk2/Tnf/Ticam2/Cd14/Casp7/Cd274/Cd6,74
GO:0097530,granulocyte migration,49/2403,156/18994,0.314102564,2.482756597,7.077048236,6.17E-10,3.10E-08,2.63E-08,Il17a/Slamf1/Slamf8/Sell/Il1r1/Cxcr2/Cxcr1/Thbs1/Edn3/Tlr2/Ptger3/Mcoln2/Csf1/S100a8/S100a9/S100a14/Pde4b/Ccl19/Bst1/Ppbp/Pf4/Cxcl3/Cxcl1/Cxcl2/Cxcl9/Cxcl10/Ccl24/Cxcl13/Rarres2/C3ar1/Cd177/Ccl22/Cx3cl1/Ccr3/Ccl8/Epx/Ccl5/Ccl6/Ccl3/Ccl4/Ccl2/Ccl7/Ccl11/Edn1/Pde4d/Itga1/Trem1/Cd74/Anxa1,49
GO:0033047,regulation of mitotic sister chromatid segregation,27/2403,60/18994,0.45,3.556928839,7.549365779,6.40E-10,3.19E-08,2.71E-08,Nuf2/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Kntc1/Mad2l1/Plk1/Usp44/Fbxo5/Cdk1/Atm/Ttk/Spc24/Zwilch/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Ndc80/Ska1,27
GO:0032649,regulation of type II interferon production,43/2403,128/18994,0.3359375,2.655346182,7.151403605,6.62E-10,3.27E-08,2.78E-08,Tnfsf4/Slamf1/Slamf6/Il1r1/Il10/Gata3/Rasgrp1/Tlr7/Cd40lg/Il21/Cd1d1/Cd160/Cd2/Il12a/Pglyrp3/Isg15/Pde4b/Gimap3/Klrk1/Cd27/Il12rb2/Il27/Pycard/Ulbp1/Tlr3/Il12rb1/Irf8/Il27ra/Tlr9/Il20rb/Ccr2/Cd3e/Crtam/Lgals9/Irgm1/Pde4d/H2-M3/Pglyrp2/Tnf/H2-Q7/Ticam2/Cd14/Cd274,43
GO:0002715,regulation of natural killer cell mediated immunity,28/2403,64/18994,0.4375,3.45812526,7.496457403,6.90E-10,3.38E-08,2.87E-08,Slamf6/Rasgrp1/Sh2d1a/Il21/Cd160/Il12a/Clnk/Gimap3/Klrb1f/Clec2d/Klrk1/Klrc3/Klri1/Klri2/Klrb1a/Klrb1c/Klrb1b/Lag3/Calhm6/Ulbp1/Raet1e/Crtam/Lgals9/Serpinb9/Tap1/Tap2/H2-M3/H2-T23,28
GO:1905818,regulation of chromosome separation,31/2403,76/18994,0.407894737,3.224116784,7.393739766,7.19E-10,3.49E-08,2.97E-08,Nuf2/Ncaph/Ube2c/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Smc2/Kntc1/Mad2l1/Ncapd2/Plk1/Usp44/Fbxo5/Atm/Ttk/Spc24/Zwilch/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Ncapg2/Gen1/Ndc80/Ska1,31
GO:0002396,MHC protein complex assembly,13/2403,16/18994,0.8125,6.422232626,8.257532732,7.98E-10,3.81E-08,3.24E-08,B2m/Tapbpl/Calr/H2-DMa/H2-DMb2/H2-DMb1/H2-Ob/H2-Ab1/H2-Aa/H2-Eb1/Tapbp/H2-Oa/H2-Eb2,13
GO:0002501,peptide antigen assembly with MHC protein complex,13/2403,16/18994,0.8125,6.422232626,8.257532732,7.98E-10,3.81E-08,3.24E-08,B2m/Tapbpl/Calr/H2-DMa/H2-DMb2/H2-DMb1/H2-Ob/H2-Ab1/H2-Aa/H2-Eb1/Tapbp/H2-Oa/H2-Eb2,13
GO:0070665,positive regulation of leukocyte proliferation,52/2403,173/18994,0.300578035,2.375854844,6.918496242,1.08E-09,5.12E-08,4.36E-08,Tnfsf4/Cd28/Slamf1/Igfbp2/Zap70/Ptprc/Prkcq/Cd40/Nfatc2/Cd40lg/Vcam1/Il21/Cd1d1/Il12a/Csf1/Mpl/Ccl19/Bst1/Card11/Il6/Tac1/Cd4/Pycard/Spn/Flt3l/Itgal/Il15/Cd209c/Irs2/Il12rb1/Cd209e/Cd209d/Pnp/Tlr9/Ccr2/Cd3e/Ccl5/Slc4a1/Il13/Irgm1/Ighd/Hes1/H2-DMb2/H2-DMb1/Rasal3/Aif1/H2-T23/Cd74/Cd274/Cd6/Anxa1/Ccdc88b,52
GO:0001914,regulation of T cell mediated cytotoxicity,26/2403,58/18994,0.448275862,3.543300759,7.382525965,1.47E-09,6.91E-08,5.87E-08,Ptprc/B2m/Cd1d1/Il12a/P2rx7/Mill2/H60c/Ulbp1/Raet1e/H60b/Pnp/Muc4/Tap2/H2-M3/H2-K1/H2-D1/H2-Q1/H2-Q4/H2-Q6/H2-T10/H2-T26/H2-T3/H2-T24/H2-T23/H2-T22/H2-Q7,26
